generation,member,mean_conc,ar_rate,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
5,gen=3_member=217_pso,0.000578648,8,13,-999,3880.5,3880.5,1,-999
5,gen=2_member=149_pso,0.000645263,8,14,-999,3866.5,3866.5,1,-999
5,gen=3_member=233_pso,0.000662558,8,16,-999,3835.5,3835.5,1,-999
5,gen=3_member=220_pso,0.000667708,8,17,-999,3818.5,3818.5,1,-999
5,gen=4_member=346_pso,0.00069103,8,18,-999,3800.5,3800.5,1,-999
5,gen=4_member=327_pso,0.000820956,8,19,-999,3780.5,3780.5,1,-999
5,gen=3_member=278_pso,0.000862321,8,20,-999,3759.5,3759.5,1,-999
5,gen=3_member=261_pso,0.000870789,8,21,-999,3737.5,3737.5,1,-999
5,gen=3_member=249_pso,0.000895743,8,22,-999,3713.5,3713.5,1,-999
5,gen=2_member=134_pso,0.000898673,8,23,-999,3688.5,3688.5,1,-999
5,gen=2_member=125_pso,0.00179813,8,24,-999,3659.5,3659.5,1,-999
5,gen=3_member=247_pso,0.00194493,8,25,-999,3629.5,3629.5,1,-999
5,gen=3_member=288_pso,0.00237791,8,26,-999,3597.5,3597.5,1,-999
5,gen=4_member=351_pso,0.00247335,8,27,-999,3563.5,3563.5,1,-999
5,gen=4_member=334_pso,0.0025858,8,29,-999,3489.5,3489.5,1,-999
5,gen=4_member=336_pso,0.00259218,8,30,-999,3450.5,3450.5,1,-999
5,gen=2_member=124_pso,0.00319665,8,32,-999,3363.5,3363.5,1,-999
5,gen=4_member=364_pso,0.00329704,8,33,-999,3317.5,3317.5,1,-999
5,gen=3_member=202_pso,0.00359599,8,34,-999,3269.5,3269.5,1,-999
5,gen=3_member=237_pso,0.00451678,8,37,-999,3117.5,3117.5,1,-999
5,gen=4_member=385_pso,0.00459728,8,38,-999,3063.5,3063.5,1,-999
5,gen=4_member=374_pso,0.00480771,8,39,-999,3007.5,3007.5,1,-999
5,gen=3_member=293_pso,0.00483271,8,40,-999,2950.5,2950.5,1,-999
5,gen=4_member=387_pso,0.0056782,8,41,-999,2890.5,2890.5,1,-999
5,gen=4_member=370_pso,0.00581986,8,42,-999,2829.5,2829.5,1,-999
5,gen=4_member=347_pso,0.00626711,8,43,-999,2767.5,2767.5,1,-999
5,gen=4_member=345_pso,0.00635127,8,44,-999,2704.5,2704.5,1,-999
5,gen=3_member=224_pso,0.00652098,8,45,-999,2639.5,2639.5,1,-999
5,gen=4_member=355_pso,0.00656407,8,46,-999,2573.5,2573.5,1,-999
5,gen=4_member=373_pso,0.0067877,8,47,-999,2506.5,2506.5,1,-999
5,gen=3_member=257_pso,0.00689292,8,48,-999,2438.5,2438.5,1,-999
5,gen=2_member=129_pso,0.00698067,8,49,-999,2369.5,2369.5,1,-999
5,gen=0_member=99,0.00743965,8,50,-999,2297.5,2297.5,1,-999
5,gen=3_member=215_pso,0.00793079,8,52,-999,2150.5,2150.5,1,-999
5,gen=3_member=238_pso,0.00821533,8,53,-999,2074.5,2074.5,1,-999
5,gen=4_member=366_pso,0.00824223,8,54,-999,1997.5,1997.5,1,-999
5,gen=4_member=392_pso,0.00968117,8,55,-999,1917.5,1917.5,1,-999
5,gen=2_member=143_pso,0.010499,8,56,-999,1835.5,1835.5,1,-999
5,gen=4_member=393_pso,0.010904,8,57,-999,1751.5,1751.5,1,-999
5,gen=2_member=119_pso,0.014299,8,58,-999,1661.5,1661.5,1,-999
5,gen=3_member=227_pso,0.0143137,8,59,-999,1570.5,1570.5,1,-999
5,gen=2_member=102_pso,0.0143769,8,60,-999,1478.5,1478.5,1,-999
5,gen=1_member=68_pso,0.0149534,8,61,-999,1385.5,1385.5,1,-999
5,gen=3_member=239_pso,0.0155659,8,62,-999,1291.5,1291.5,1,-999
5,gen=2_member=115_pso,0.0157081,8,63,-999,1196.5,1196.5,1,-999
5,gen=2_member=161_pso,0.0172397,8,64,-999,1099.5,1099.5,1,-999
5,gen=2_member=110_pso,0.0175709,8,65,-999,999.498,999.498,1,-999
5,gen=3_member=285_pso,0.0181522,8,66,-999,898.498,898.498,1,-999
5,gen=3_member=295_pso,0.0183244,8,67,-999,796.498,796.498,1,-999
5,gen=3_member=252_pso,0.0201876,8,68,-999,693.498,693.498,1,-999
5,gen=2_member=172_pso,0.020341,8,69,-999,589.498,589.498,1,-999
5,gen=3_member=219_pso,0.026625,8,70,-999,479.497,479.497,1,-999
5,gen=3_member=229_pso,0.0270126,8,71,-999,368.497,368.497,1,-999
5,gen=2_member=109_pso,0.0314066,8,72,-999,252.496,252.496,1,-999
5,gen=2_member=130_pso,0.0380217,8,73,-999,129.494,129.494,1,-999
6,gen=6_member=502_pso,0.0345875,6.99571,1,0.0101439,429.476,429.476,1,-999
6,gen=6_member=504_pso,0.18979,6.02125,1,0.0519001,258.466,258.466,1,-999
6,gen=6_member=506_pso,0.0491629,6.84512,1,0.014647,381.469,381.469,1,-999
6,gen=6_member=508_pso,0.0121195,7.23882,1,0.00350809,482.479,482.479,1,-999
6,gen=6_member=509_pso,0.0853209,6.54439,1,0.025183,333.469,333.469,1,-999
6,gen=6_member=510_pso,0.120349,6.35781,1,0.0248155,293.479,293.479,1,-999
6,gen=6_member=512_pso,0.201026,5.97492,1,0.0830261,151.459,151.459,1,-999
6,gen=6_member=513_pso,0.190233,6.02098,1,0.0142571,258.466,258.466,1,-999
6,gen=6_member=515_pso,0.00266464,7.66632,3,0.0369889,220.475,220.475,1,-999
6,gen=6_member=519_pso,0.0467824,6.87225,1,0.0132009,366.475,366.475,1,-999
6,gen=6_member=520_pso,0.0676353,6.67264,1,0.0213171,316.473,316.473,1,-999
6,gen=6_member=522_pso,0.14356,6.22067,1,0.0290875,268.478,268.478,1,-999
6,gen=6_member=523_pso,0.121183,6.33728,1,0.00860756,293.481,293.481,1,-999
6,gen=6_member=525_pso,0.219065,5.91079,1,0.0418287,154.459,154.459,1,-999
6,gen=6_member=526_pso,0.138616,6.2431,1,0.0275803,263.48,263.48,1,-999
6,gen=6_member=528_pso,0.0945761,6.49318,1,0.0788699,344.468,344.468,1,-999
6,gen=6_member=530_pso,0.241938,5.82919,1,1e+30,24.4605,24.4605,1,-999
6,gen=6_member=531_pso,0.000981695,7.87872,1,0.000719593,46.4778,46.4778,1,-999
6,gen=6_member=534_pso,0.000664225,7.95574,1,0.000460576,23.4892,23.4892,1,-999
6,gen=6_member=535_pso,0.115191,6.36946,1,0.0280389,295.476,295.476,1,-999
6,gen=6_member=537_pso,0.0663575,6.68579,1,0.00674595,316.472,316.472,1,-999
6,gen=6_member=540_pso,0.0532476,6.80896,1,0.0147725,379.473,379.473,1,-999
6,gen=6_member=541_pso,0.00869856,7.34752,1,0.00685202,391.481,391.481,1,-999
6,gen=6_member=543_pso,0.0071227,7.4069,1,0.00380815,343.473,343.473,1,-999
6,gen=6_member=544_pso,0.0789628,6.59481,1,0.0379562,328.476,328.476,1,-999
6,gen=6_member=546_pso,0.134164,6.27092,2,0.12913,263.484,263.484,1,-999
6,gen=6_member=548_pso,0.193233,6.00884,1,0.0446946,258.463,258.463,1,-999
6,gen=6_member=549_pso,0.00148882,7.7886,1,0.00148697,179.474,179.474,1,-999
6,gen=6_member=552_pso,0.042073,6.92444,1,0.00395956,392.479,392.479,1,-999
6,gen=6_member=553_pso,0.00152654,7.79542,2,0.0042932,176.475,176.475,1,-999
6,gen=6_member=555_pso,0.166793,6.24057,3,1e+30,237.48,237.48,1,-999
6,gen=6_member=558_pso,0.172409,6.09502,1,0.0126432,258.47,258.47,1,-999
6,gen=6_member=559_pso,0.21328,5.93316,1,0.0747073,151.461,151.461,1,-999
6,gen=6_member=561_pso,0.115305,6.37063,2,0.142893,293.476,293.476,1,-999
6,gen=6_member=563_pso,0.113578,6.38234,1,0.0319512,293.473,293.473,1,-999
6,gen=6_member=564_pso,0.0339299,7.01163,1,0.00936944,432.478,432.478,1,-999
6,gen=6_member=565_pso,0.0558283,6.78647,1,0.0432821,368.476,368.476,1,-999
6,gen=6_member=567_pso,0.00051124,8,8,1e+30,109.5,109.5,1,-999
6,gen=6_member=569_pso,0.0823514,6.56696,1,0.0263315,333.471,333.471,1,-999
6,gen=6_member=570_pso,0.161567,6.16416,1,0.0787629,244.474,244.474,1,-999
6,gen=6_member=571_pso,0.0884321,6.53021,1,0.0383295,333.467,333.467,1,-999
6,gen=6_member=575_pso,0.0100175,7.30298,2,0.0285727,448.484,448.484,1,-999
6,gen=6_member=576_pso,0.223381,5.89626,1,0,154.461,154.461,1,-999
6,gen=6_member=577_pso,0.067651,6.69005,2,0.176294,314.472,314.472,1,-999
6,gen=6_member=578_pso,0.177701,6.07297,1,0.062226,258.466,258.466,1,-999
6,gen=6_member=580_pso,0.000533662,8,13,-999,59.5,59.5,1,-999
6,gen=6_member=581_pso,0.0282259,7.11426,2,0.0669278,434.479,434.479,1,-999
6,gen=6_member=582_pso,0.00119286,7.84448,1,0.00152338,176.474,176.474,1,-999
6,gen=6_member=583_pso,0.000654631,8,17,-999,0.499959,0.499959,1,-999
6,gen=6_member=585_pso,0.000489978,8,3,1e+30,134.5,134.5,1,-999
6,gen=6_member=586_pso,0.00167202,7.77026,1,0.00245644,176.475,176.475,1,-999
6,gen=6_member=587_pso,0.000629571,7.95835,1,0.000784732,40.4898,40.4898,1,-999
6,gen=6_member=588_pso,0.00155191,7.78572,1,0.000758714,178.473,178.473,1,-999
6,gen=6_member=589_pso,0.0718133,6.85044,3,0.260695,301.47,301.47,1,-999
6,gen=6_member=591_pso,0.0102546,7.29384,1,0.002621,448.485,448.485,1,-999
6,gen=6_member=595_pso,0.00214505,7.71196,1,0.00288023,192.482,192.482,1,-999
6,gen=6_member=596_pso,0.000530488,8,12,-999,71.5,71.5,1,-999
6,gen=6_member=597_pso,0.0248125,7.13081,1,0.0113105,434.476,434.476,1,-999
6,gen=6_member=599_pso,0.00052278,8,10,-999,92.5,92.5,1,-999
6,gen=3_member=234_pso,0.251606,5.9146,2,1e+30,21.4593,21.4593,1,-999
6,gen=4_member=320_pso,0.000474741,8,1,1e+30,137.5,137.5,1,-999
6,gen=5_member=472_pso,0.0973489,6.56774,2,0.189769,328.47,328.47,1,-999
6,gen=5_member=414_pso,0.152694,6.17981,1,0.0659594,270.478,270.478,1,-999
6,gen=5_member=418_pso,0.0731863,6.63572,1,0.0308867,328.478,328.478,1,-999
6,gen=4_member=391_pso,0.107476,6.41443,1,0.0786962,340.472,340.472,1,-999
6,gen=3_member=244_pso,0.171712,6.09904,1,0.0449007,258.47,258.47,1,-999
6,gen=5_member=478_pso,0.122427,6.33656,1,0.0177792,293.481,293.481,1,-999
6,gen=5_member=424_pso,0.14564,6.21489,1,0.0378251,268.476,268.476,1,-999
6,gen=4_member=368_pso,0.0538861,6.80258,1,0.0106876,379.472,379.472,1,-999
6,gen=4_member=315_pso,0.136901,6.25618,1,0.0230781,263.481,263.481,1,-999
6,gen=4_member=323_pso,0.0643371,6.70769,1,0.0354392,314.473,314.473,1,-999
6,gen=5_member=434_pso,0.125476,6.31249,1,0.035219,293.483,293.483,1,-999
6,gen=4_member=340_pso,0.0459754,6.87644,1,0.0181272,366.476,366.476,1,-999
6,gen=5_member=461_pso,0.0503191,6.8358,1,0.0169162,381.468,381.468,1,-999
6,gen=3_member=284_pso,0.130931,6.28752,1,0.0313398,263.483,263.483,1,-999
6,gen=5_member=430_pso,0.0239819,7.14822,1,0.0305023,429.478,429.478,1,-999
6,gen=5_member=470_pso,0.0715048,6.64868,1,0.0229889,333.475,333.475,1,-999
6,gen=5_member=465_pso,0.0660064,6.69536,1,0.00816664,314.473,314.473,1,-999
6,gen=4_member=311_pso,0.0173692,7.18439,1,0.0280685,481.478,481.478,1,-999
6,gen=5_member=411_pso,0.133044,6.2677,1,0.0247218,265.483,265.483,1,-999
6,gen=5_member=453_pso,0.0323251,7.02983,1,0.0144743,432.476,432.476,1,-999
6,gen=5_member=436_pso,0.0275053,7.09081,1,0.0232848,436.477,436.477,1,-999
6,gen=5_member=462_pso,0.0414492,6.93226,1,0.0210951,392.479,392.479,1,-999
6,gen=5_member=479_pso,0.0369793,6.97206,1,0.0209969,454.476,454.476,1,-999
6,gen=5_member=481_pso,0.0134672,7.20248,1,0.0206521,481.48,481.48,1,-999
6,gen=4_member=335_pso,0.0304349,7.05394,1,0.0199607,432.48,432.48,1,-999
6,gen=3_member=253_pso,0.0363793,6.97884,1,0.00990531,443.475,443.475,1,-999
6,gen=5_member=429_pso,0.0424053,6.92033,1,0.0161617,392.48,392.48,1,-999
6,gen=5_member=440_pso,0.0172044,7.18621,1,0.0161598,481.479,481.479,1,-999
6,gen=5_member=449_pso,0.0247743,7.13529,1,0.000323553,434.476,434.476,1,-999
6,gen=5_member=420_pso,0.00646839,7.4305,1,0.0102291,326.47,326.47,1,-999
6,gen=5_member=467_pso,0.00997817,7.29499,1,0.00644411,449.485,449.485,1,-999
6,gen=5_member=457_pso,0.00465274,7.51609,1,0.00806015,316.465,316.465,1,-999
6,gen=5_member=496_pso,0.00832366,7.35699,1,0.00203924,391.481,391.481,1,-999
6,gen=4_member=313_pso,0.00738792,7.38661,1,0.00448705,343.476,343.476,1,-999
6,gen=3_member=270_pso,0.00333395,7.60996,1,0.00713948,337.478,337.478,1,-999
6,gen=5_member=407_pso,0.0643855,6.70095,1,0.00691332,314.474,314.474,1,-999
6,gen=5_member=483_pso,0.0113706,7.26319,1,0.00624714,481.481,481.481,1,-999
6,gen=5_member=474_pso,0.010611,7.28511,1,0.00462178,448.483,448.483,1,-999
6,gen=5_member=425_pso,0.0122176,7.2337,1,0.00558123,481.479,481.479,1,-999
6,gen=4_member=310_pso,0.00452216,7.52469,1,0.00546165,316.467,316.467,1,-999
6,gen=5_member=443_pso,0.00156612,7.79293,2,0.00418166,176.475,176.475,1,-999
6,gen=5_member=409_pso,0.00820615,7.35966,1,0.00387529,391.48,391.48,1,-999
6,gen=3_member=297_pso,0.00236749,7.69187,1,0.00112377,192.48,192.48,1,-999
6,gen=5_member=488_pso,0.0121297,7.23911,2,0.072509,481.479,481.479,1,-999
6,gen=5_member=441_pso,0.0247343,7.13711,1,0.00328163,429.477,429.477,1,-999
6,gen=5_member=438_pso,0.00279824,7.64919,1,0.00244704,327.472,327.472,1,-999
6,gen=4_member=330_pso,0.00112098,7.85459,1,0.000527964,176.476,176.476,1,-999
6,gen=4_member=318_pso,0.000740784,7.93988,1,0.000941728,23.4854,23.4854,1,-999
6,gen=5_member=419_pso,0.002564,7.66213,1,0.00135293,225.475,225.475,1,-999
6,gen=5_member=482_pso,0.000891618,7.90038,1,0.000997713,46.4763,46.4763,1,-999
6,gen=5_member=431_pso,0.00274308,7.65348,1,0.000970083,220.473,220.473,1,-999
6,gen=5_member=475_pso,0.00106537,7.86639,1,0.000576824,176.477,176.477,1,-999
6,gen=5_member=460_pso,0.0024164,7.68899,1,0.000813837,192.48,192.48,1,-999
6,gen=5_member=405_pso,0.174765,6.09213,1,0.0219201,258.469,258.469,1,-999
6,gen=5_member=415_pso,0.000488018,8,2,1e+30,136.5,136.5,1,-999
6,gen=3_member=230_pso,0.165659,6.19796,2,0,242.476,242.476,1,-999
6,gen=5_member=463_pso,0.0981505,6.64754,3,0.330589,320.475,320.475,1,-999
6,gen=4_member=331_pso,0.0530782,6.84881,2,0.133222,379.47,379.47,1,-999
6,gen=5_member=428_pso,0.126791,6.43294,3,0.334006,267.472,267.472,1,-999
6,gen=5_member=485_pso,0.0341965,7.07333,2,0.0961371,429.477,429.477,1,-999
6,gen=3_member=246_pso,0.0175456,7.27488,3,0.129592,474.482,474.482,1,-999
6,gen=4_member=305_pso,0.0289364,7.09424,2,0.0237762,434.478,434.478,1,-999
6,gen=5_member=473_pso,0.00495454,7.55688,2,0.0296311,314.47,314.47,1,-999
6,gen=4_member=309_pso,0.00257663,7.66486,2,0.0134933,224.475,224.475,1,-999
6,gen=5_member=417_pso,0.133232,6.27182,2,0.0750975,263.484,263.484,1,-999
6,gen=5_member=422_pso,0.000490579,8,4,1e+30,131.5,131.5,1,-999
6,gen=2_member=153_pso,0.155566,6.29021,3,0,237.482,237.482,1,-999
6,gen=5_member=437_pso,0.0547961,6.97764,3,0.249605,355.475,355.475,1,-999
6,gen=4_member=390_pso,0.129083,6.66782,4,0,237.469,237.469,1,-999
6,gen=5_member=464_pso,0.0303032,7.13613,3,0.223992,429.476,429.476,1,-999
6,gen=4_member=354_pso,0.129416,6.49483,4,1e+30,237.468,237.468,1,-999
6,gen=5_member=480_pso,0.0220584,7.42692,4,0.120472,272.471,272.471,1,-999
6,gen=3_member=280_pso,0.0087516,7.61772,3,0.0894808,265.477,265.477,1,-999
6,gen=5_member=435_pso,0.00260024,7.67368,3,0.0130765,192.477,192.477,1,-999
6,gen=3_member=292_pso,0.153697,6.41068,3,0.173027,237.471,237.471,1,-999
6,gen=5_member=489_pso,0.0629385,6.98203,4,0.671158,301.474,301.474,1,-999
6,gen=4_member=343_pso,0.00049947,8,5,1e+30,127.5,127.5,1,-999
6,gen=5_member=476_pso,0.0219047,7.6672,4,0.113513,130.475,130.475,1,-999
6,gen=4_member=341_pso,0.0374366,7.33345,4,0.158971,336.482,336.482,1,-999
6,gen=2_member=111_pso,0.00742381,7.76629,4,0.130801,130.476,130.476,1,-999
6,gen=4_member=314_pso,0.0040458,7.96499,4,0.0352965,0.491355,0.491355,1,-999
6,gen=3_member=243_pso,0.00504118,7.90808,4,0.0262013,0.478004,0.478004,1,-999
6,gen=5_member=492_pso,0.0425538,7.28503,4,0.197804,341.481,341.481,1,-999
6,gen=4_member=379_pso,0.00050059,8,6,1e+30,122.5,122.5,1,-999
6,gen=4_member=363_pso,0.0569892,7.31379,5,1e+30,301.479,301.479,1,-999
6,gen=4_member=350_pso,0.0376758,7.44269,5,0,237.469,237.469,1,-999
6,gen=5_member=452_pso,0.000507549,8,7,1e+30,116.5,116.5,1,-999
6,gen=3_member=263_pso,0.107533,7.36118,6,1e+30,237.472,237.472,1,-999
6,gen=5_member=412_pso,0.00052001,8,9,-999,101.5,101.5,1,-999
6,gen=2_member=176_pso,0.199543,7.65297,7,1e+30,130.451,130.451,1,-999
6,gen=4_member=398_pso,0.230676,7.87345,8,1e+30,0.44555,0.44555,1,-999
6,gen=4_member=338_pso,0.000525229,8,11,-999,82.5,82.5,1,-999
6,gen=4_member=324_pso,0.000541656,8,14,-999,46.5,46.5,1,-999
6,gen=3_member=259_pso,0.000556971,8,15,-999,32.5,32.5,1,-999
6,gen=3_member=217_pso,0.000578648,8,16,-999,17.5,17.5,1,-999
7,gen=7_member=602_pso,0.242255,5.82958,2,1e+30,12.4755,12.4755,1,-999
7,gen=7_member=603_pso,0.184821,6.04228,1,0.0355439,0.48192,0.48192,1,-999
7,gen=7_member=607_pso,0.249114,5.84114,3,1e+30,7.47747,7.47747,1,-999
7,gen=7_member=609_pso,0.200344,5.9766,1,0.0322734,0.479944,0.479944,1,-999
7,gen=7_member=614_pso,0.00050059,8,4,1e+30,4.4522,4.4522,1,-999
7,gen=7_member=619_pso,0.0784503,6.59387,1,0.0222408,1.47785,1.47785,1,-999
7,gen=7_member=620_pso,0.00522145,7.49136,1,0.0026144,0.466442,0.466442,1,-999
7,gen=7_member=623_pso,0.13045,6.29221,1,0.0225905,0.483939,0.483939,1,-999
7,gen=7_member=624_pso,0.0589925,6.75647,2,0.232099,5.48082,5.48082,1,-999
7,gen=7_member=628_pso,0.132135,6.2828,1,0.00874931,0.483268,0.483268,1,-999
7,gen=7_member=629_pso,0.103006,6.44355,1,0.0534254,0.47056,0.47056,1,-999
7,gen=7_member=631_pso,0.186284,6.03755,1,0.00717971,0.482208,0.482208,1,-999
7,gen=7_member=632_pso,0.0603086,6.74134,1,0.0161465,5.4833,5.4833,1,-999
7,gen=7_member=635_pso,0.00591693,7.461,1,0.00430714,0.467124,0.467124,1,-999
7,gen=7_member=636_pso,0.124546,6.31578,1,0.0126285,0.483686,0.483686,1,-999
7,gen=7_member=637_pso,0.00932671,7.32719,1,0.00376905,0.475433,0.475433,1,-999
7,gen=7_member=638_pso,0.213301,5.96887,2,0,0.481062,0.481062,1,-999
7,gen=7_member=643_pso,0.0797641,6.58584,1,0.0146694,0.477592,0.477592,1,-999
7,gen=7_member=649_pso,0.15787,6.15986,2,0.15711,2.47896,2.47896,1,-999
7,gen=7_member=651_pso,0.242689,5.84335,3,0,7.47744,7.47744,1,-999
7,gen=7_member=652_pso,0.110917,6.39519,1,0.0252708,0.472955,0.472955,1,-999
7,gen=7_member=653_pso,0.186555,6.03356,1,0.0145203,0.483093,0.483093,1,-999
7,gen=7_member=654_pso,0.0698856,6.66126,1,0.016025,0.481682,0.481682,1,-999
7,gen=7_member=655_pso,0.00960864,7.31828,1,0.002698,0.473426,0.473426,1,-999
7,gen=7_member=656_pso,0.0626392,6.77015,3,0.389561,0.480711,0.480711,1,-999
7,gen=7_member=657_pso,0.133948,6.28273,2,0.0814613,0.483361,0.483361,1,-999
7,gen=7_member=659_pso,0.0475652,6.86633,1,0.00985894,0.473247,0.473247,1,-999
7,gen=7_member=660_pso,0.00052278,8,5,-999,0.452201,0.452201,1,-999
7,gen=7_member=663_pso,0.214887,5.92908,1,0.0239546,0.475468,0.475468,1,-999
7,gen=7_member=664_pso,0.0625823,6.72412,2,0.0358135,5.4817,5.4817,1,-999
7,gen=7_member=665_pso,0.000685804,7.94529,1,0.000317061,0.463673,0.463673,1,-999
7,gen=7_member=666_pso,0.00535244,7.48003,1,0.00288028,0.468921,0.468921,1,-999
7,gen=7_member=668_pso,0.0743937,6.62278,1,0.0218001,0.482376,0.482376,1,-999
7,gen=7_member=669_pso,0.08993,6.55161,2,0.171181,5.47361,5.47361,1,-999
7,gen=7_member=671_pso,0.00339105,7.60174,1,0.00492088,0.463109,0.463109,1,-999
7,gen=7_member=672_pso,0.0584448,6.74686,1,0.0185549,6.48198,6.48198,1,-999
7,gen=7_member=675_pso,0.140043,6.24413,2,0.0989437,0.481422,0.481422,1,-999
7,gen=7_member=678_pso,0.00472116,7.51099,1,0.00235527,0.464868,0.464868,1,-999
7,gen=7_member=679_pso,0.167492,6.11528,1,0.0286301,0.479865,0.479865,1,-999
7,gen=7_member=680_pso,0.15529,6.16847,1,0.0203985,0.479823,0.479823,1,-999
7,gen=7_member=681_pso,0.178028,6.07436,2,0.147894,0.47992,0.47992,1,-999
7,gen=7_member=682_pso,0.137296,6.25062,1,0.00710559,0.479823,0.479823,1,-999
7,gen=7_member=683_pso,0.0328273,7.02567,1,0.00664598,0.471061,0.471061,1,-999
7,gen=7_member=685_pso,0.00179964,7.76105,1,0.00195901,0.467436,0.467436,1,-999
7,gen=7_member=686_pso,0.157619,6.15552,1,0.0393794,3.47856,3.47856,1,-999
7,gen=7_member=687_pso,0.193626,6.01175,2,0.145897,0.479534,0.479534,1,-999
7,gen=7_member=688_pso,0.118531,6.35298,1,0.0248155,1.47927,1.47927,1,-999
7,gen=7_member=689_pso,0.00639246,7.43002,1,0.00499357,1.47353,1.47353,1,-999
7,gen=7_member=691_pso,0.164799,6.12738,1,0.0408876,0.477926,0.477926,1,-999
7,gen=7_member=693_pso,0.0819924,6.57054,1,0.0107151,0.475487,0.475487,1,-999
7,gen=7_member=697_pso,0.000497997,8,3,1e+30,7.4522,7.4522,1,-999
7,gen=7_member=698_pso,0.0623435,6.71807,1,0.0166838,6.48309,6.48309,1,-999
7,gen=4_member=320_pso,0.000474741,8,1,1e+30,10.4522,10.4522,1,-999
7,gen=6_member=530_pso,0.241938,5.82919,1,1e+30,13.4754,13.4754,1,-999
7,gen=6_member=512_pso,0.201026,5.97492,1,0.0535733,0.480358,0.480358,1,-999
7,gen=6_member=528_pso,0.0945761,6.49318,1,0.0603555,5.47049,5.47049,1,-999
7,gen=6_member=570_pso,0.161567,6.16416,3,0.584596,0.478513,0.478513,1,-999
7,gen=4_member=391_pso,0.107476,6.41443,1,0.0327623,0.469689,0.469689,1,-999
7,gen=6_member=559_pso,0.21328,5.93316,1,0.0574079,1.47531,1.47531,1,-999
7,gen=5_member=414_pso,0.152694,6.17981,1,0.0399656,0.479144,0.479144,1,-999
7,gen=6_member=578_pso,0.177701,6.07297,1,0.0416477,1.47963,1.47963,1,-999
7,gen=6_member=504_pso,0.18979,6.02125,1,0.0152346,0.4808,0.4808,1,-999
7,gen=3_member=244_pso,0.171712,6.09904,1,0.0203617,0.4808,0.4808,1,-999
7,gen=6_member=548_pso,0.193233,6.00884,1,0.041874,1.47954,1.47954,1,-999
7,gen=6_member=565_pso,0.0558283,6.78647,1,0.0188793,0.479327,0.479327,1,-999
7,gen=6_member=525_pso,0.219065,5.91079,1,0.0351735,7.47526,7.47526,1,-999
7,gen=6_member=571_pso,0.0884321,6.53021,1,0.0383295,7.47177,7.47177,1,-999
7,gen=6_member=544_pso,0.0789628,6.59481,2,0.0921506,0.478046,0.478046,1,-999
7,gen=5_member=424_pso,0.14564,6.21489,1,0.0378251,0.482137,0.482137,1,-999
7,gen=4_member=323_pso,0.0643371,6.70769,1,0.00845684,0.482506,0.482506,1,-999
7,gen=5_member=434_pso,0.125476,6.31249,1,0.0244482,0.483116,0.483116,1,-999
7,gen=6_member=563_pso,0.113578,6.38234,1,0.0177033,0.475813,0.475813,1,-999
7,gen=3_member=284_pso,0.130931,6.28752,1,0.00698133,0.483552,0.483552,1,-999
7,gen=5_member=418_pso,0.0731863,6.63572,1,0.0119642,0.482592,0.482592,1,-999
7,gen=5_member=430_pso,0.0239819,7.14822,1,0.0305023,0.467957,0.467957,1,-999
7,gen=6_member=522_pso,0.14356,6.22067,1,0.0290875,0.483552,0.483552,1,-999
7,gen=4_member=311_pso,0.0173692,7.18439,1,0.0280685,0.46924,0.46924,1,-999
7,gen=6_member=535_pso,0.115191,6.36946,1,0.0205126,0.478759,0.478759,1,-999
7,gen=6_member=526_pso,0.138616,6.2431,1,0.0259418,1.48159,1.48159,1,-999
7,gen=6_member=569_pso,0.0823514,6.56696,1,0.0137848,5.47468,5.47468,1,-999
7,gen=6_member=509_pso,0.0853209,6.54439,1,0.025183,7.47217,7.47217,1,-999
7,gen=6_member=510_pso,0.120349,6.35781,2,0.182069,0.479047,0.479047,1,-999
7,gen=5_member=411_pso,0.133044,6.2677,1,0.0197343,1.48296,1.48296,1,-999
7,gen=5_member=436_pso,0.0275053,7.09081,1,0.0232848,0.471892,0.471892,1,-999
7,gen=4_member=315_pso,0.136901,6.25618,1,0.0176111,0.480381,0.480381,1,-999
7,gen=5_member=470_pso,0.0715048,6.64868,1,0.0136696,0.481704,0.481704,1,-999
7,gen=5_member=405_pso,0.174765,6.09213,1,0.0219201,0.482339,0.482339,1,-999
7,gen=6_member=520_pso,0.0676353,6.67264,1,0.0146114,2.48108,2.48108,1,-999
7,gen=5_member=462_pso,0.0414492,6.93226,1,0.0210951,0.471215,0.471215,1,-999
7,gen=5_member=479_pso,0.0369793,6.97206,1,0.0209969,0.47003,0.47003,1,-999
7,gen=5_member=481_pso,0.0134672,7.20248,1,0.0206521,0.472622,0.472622,1,-999
7,gen=4_member=335_pso,0.0304349,7.05394,1,0.0199607,0.46924,0.46924,1,-999
7,gen=4_member=340_pso,0.0459754,6.87644,1,0.0181272,0.47174,0.47174,1,-999
7,gen=5_member=478_pso,0.122427,6.33656,1,0.0139276,0.480933,0.480933,1,-999
7,gen=5_member=461_pso,0.0503191,6.8358,1,0.0169162,0.4769,0.4769,1,-999
7,gen=5_member=429_pso,0.0424053,6.92033,1,0.0161617,0.473508,0.473508,1,-999
7,gen=5_member=440_pso,0.0172044,7.18621,1,0.0161598,0.468981,0.468981,1,-999
7,gen=6_member=540_pso,0.0532476,6.80896,1,0.0147725,0.475767,0.475767,1,-999
